ticker,date,close
TEAR,2020-09-04,$0.0590
TEAR,2020-09-03,$0.0590
TEAR,2020-09-02,$0.0590
TEAR,2020-09-01,$0.0590
TEAR,2020-08-31,$0.0590
TEAR,2020-08-28,$0.0590
TEAR,2020-08-27,$0.0590
TEAR,2020-08-26,$0.0590
TEAR,2020-08-25,$0.0590
TEAR,2020-08-24,$0.0590
TEAR,2020-08-21,$0.0590
TEAR,2020-08-20,$0.0590
TEAR,2020-08-19,$0.0590
TEAR,2020-08-18,$0.0590
TEAR,2020-08-17,$0.0590
TEAR,2020-08-14,$0.0590
TEAR,2020-08-13,$0.0590
TEAR,2020-08-12,$0.0590
TEAR,2020-08-11,$0.0590
TEAR,2020-08-10,$0.0590
TEAR,2020-08-07,$0.0590
TEAR,2020-08-06,$0.0590
TEAR,2020-08-05,$0.0590
TEAR,2020-08-04,$0.0590
TEAR,2020-08-03,$0.0590
TEAR,2020-07-31,$0.0590
TEAR,2020-07-30,$0.0590
TEAR,2020-07-29,$0.0590
TEAR,2020-07-28,$0.0590
TEAR,2020-07-27,$0.0590
TEAR,2020-07-24,$0.0590
TEAR,2020-07-23,$0.0590
TEAR,2020-07-22,$0.0590
TEAR,2020-07-21,$0.0590
TEAR,2020-07-20,$0.0590
TEAR,2020-07-17,$0.0590
TEAR,2020-07-16,$0.0590
TEAR,2020-07-15,$0.0590
TEAR,2020-07-14,$0.0590
TEAR,2020-07-13,$0.0590
TEAR,2020-07-10,$0.0590
TEAR,2020-07-09,$0.0590
TEAR,2020-07-08,$0.0590
TEAR,2020-07-07,$0.0590
TEAR,2020-07-06,$0.0571
TEAR,2020-07-02,$0.0563
TEAR,2020-07-01,$0.0563
TEAR,2020-06-30,$0.0562
TEAR,2020-06-29,$0.0569
TEAR,2020-06-26,$0.0565
TEAR,2020-09-04,$0.0590
TEAR,2020-09-03,$0.0590
TEAR,2020-09-02,$0.0590
TEAR,2020-09-01,$0.0590
TEAR,2020-08-31,$0.0590
TEAR,2020-08-28,$0.0590
TEAR,2020-08-27,$0.0590
TEAR,2020-08-26,$0.0590
TEAR,2020-08-25,$0.0590
TEAR,2020-08-24,$0.0590
TEAR,2020-08-21,$0.0590
TEAR,2020-08-20,$0.0590
TEAR,2020-08-19,$0.0590
TEAR,2020-08-18,$0.0590
TEAR,2020-08-17,$0.0590
TEAR,2020-08-14,$0.0590
TEAR,2020-08-13,$0.0590
TEAR,2020-08-12,$0.0590
TEAR,2020-08-11,$0.0590
TEAR,2020-08-10,$0.0590
TEAR,2020-08-07,$0.0590
TEAR,2020-08-06,$0.0590
TEAR,2020-08-05,$0.0590
TEAR,2020-08-04,$0.0590
TEAR,2020-08-03,$0.0590
TEAR,2020-07-31,$0.0590
TEAR,2020-07-30,$0.0590
TEAR,2020-07-29,$0.0590
TEAR,2020-07-28,$0.0590
TEAR,2020-07-27,$0.0590
TEAR,2020-07-24,$0.0590
TEAR,2020-07-23,$0.0590
TEAR,2020-07-22,$0.0590
TEAR,2020-07-21,$0.0590
TEAR,2020-07-20,$0.0590
TEAR,2020-07-17,$0.0590
TEAR,2020-07-16,$0.0590
TEAR,2020-07-15,$0.0590
TEAR,2020-07-14,$0.0590
TEAR,2020-07-13,$0.0590
TEAR,2020-07-10,$0.0590
TEAR,2020-07-09,$0.0590
TEAR,2020-07-08,$0.0590
TEAR,2020-07-07,$0.0590
TEAR,2020-07-06,$0.0571
TEAR,2020-07-02,$0.0563
TEAR,2020-07-01,$0.0563
TEAR,2020-06-30,$0.0562
TEAR,2020-06-29,$0.0569
TEAR,2020-06-26,$0.0565
TEAR,2020-06-25,$0.0561
TEAR,2020-06-24,$0.0570
TEAR,2020-06-23,$0.0569
TEAR,2020-06-22,$0.0579
TEAR,2020-06-19,$0.0567
TEAR,2020-06-18,$0.0570
TEAR,2020-06-17,$0.0547
TEAR,2020-06-16,$0.0546
TEAR,2020-06-15,$0.0552
TEAR,2020-06-12,$0.0545
TEAR,2020-06-11,$0.0560
TEAR,2020-06-10,$0.0552
TEAR,2020-06-09,$0.0552
TEAR,2020-06-08,$0.0552
TEAR,2020-06-05,$0.0552
TEAR,2020-06-04,$0.0552
TEAR,2020-06-03,$0.0552
TEAR,2020-06-02,$0.0552
TEAR,2020-06-01,$0.0554
TEAR,2020-05-29,$0.0549
TEAR,2020-05-28,$0.0549
TEAR,2020-05-27,$0.0543
TEAR,2020-05-26,$0.0542
TEAR,2020-05-22,$0.0535
TEAR,2020-05-21,$0.0512
TEAR,2020-05-20,$0.0550
TEAR,2020-05-19,$0.0511
TEAR,2020-05-18,$0.0539
TEAR,2020-05-15,$0.0500
TEAR,2020-05-14,$0.0536
TEAR,2020-05-13,$0.0538
TEAR,2020-05-12,$0.0540
TEAR,2020-05-11,$0.0565
TEAR,2020-05-08,$0.0555
TEAR,2020-05-07,$0.0600
TEAR,2020-05-06,$0.13
TEAR,2020-05-05,$0.0820
TEAR,2020-05-04,$0.0431
TEAR,2020-05-01,$0.0255
TEAR,2020-04-30,$0.0288
TEAR,2020-04-29,$0.0288
TEAR,2020-04-28,$0.0285
TEAR,2020-04-27,$0.0287
TEAR,2020-04-24,$0.0220
TEAR,2020-04-23,$0.0255
TEAR,2020-04-22,$0.0249
TEAR,2020-04-21,$0.0249
TEAR,2020-04-20,$0.0268
TEAR,2020-04-17,$0.0268
TEAR,2020-04-16,$0.0258
TEAR,2020-04-15,$0.0258
TEAR,2020-04-14,$0.0201
TEAR,2020-04-13,$0.0280
TEAR,2020-04-09,$0.0201
TEAR,2020-04-08,$0.0280
TEAR,2020-04-07,$0.0212
TEAR,2020-04-06,$0.0201
TEAR,2020-04-03,$0.0240
TEAR,2020-04-02,$0.0297
TEAR,2020-04-01,$0.0202
TEAR,2020-03-31,$0.0300
TEAR,2020-03-30,$0.0299
TEAR,2020-03-27,$0.0250
TEAR,2020-03-26,$0.0250
TEAR,2020-03-25,$0.0260
TEAR,2020-03-24,$0.0210
TEAR,2020-03-23,$0.0330
TEAR,2020-03-20,$0.0262
TEAR,2020-03-19,$0.0380
TEAR,2020-03-18,$0.0272
TEAR,2020-03-17,$0.0277
TEAR,2020-03-16,$0.0277
TEAR,2020-03-13,$0.0399
TEAR,2020-03-12,$0.0263
TEAR,2020-03-11,$0.0350
TEAR,2020-03-10,$0.0312
TEAR,2020-03-09,$0.0312
TEAR,2020-03-06,$0.0440
TEAR,2020-03-05,$0.0400
TEAR,2020-03-04,$0.0400
TEAR,2020-03-03,$0.0448
TEAR,2020-03-02,$0.0449
TEAR,2020-02-28,$0.0385
TEAR,2020-02-27,$0.0390
TEAR,2020-02-26,$0.0450
TEAR,2020-02-25,$0.0421
TEAR,2020-02-24,$0.0390
TEAR,2020-02-21,$0.0390
TEAR,2020-02-20,$0.0390
TEAR,2020-02-19,$0.0376
TEAR,2020-02-18,$0.0425
TEAR,2020-02-14,$0.0400
TEAR,2020-02-13,$0.0410
TEAR,2020-02-12,$0.0490
TEAR,2020-02-11,$0.0490
TEAR,2020-02-10,$0.0351
TEAR,2020-02-07,$0.0411
TEAR,2020-02-06,$0.0456
TEAR,2020-02-05,$0.0500
TEAR,2020-02-04,$0.0410
TEAR,2020-02-03,$0.0410
TEAR,2020-01-31,$0.0431
TEAR,2020-01-30,$0.0441
TEAR,2020-01-29,$0.0441
TEAR,2020-01-28,$0.0455
TEAR,2020-01-27,$0.0500
TEAR,2020-01-24,$0.0450
TEAR,2020-01-23,$0.0490
TEAR,2020-01-22,$0.0450
TEAR,2020-01-21,$0.0500
TEAR,2020-01-17,$0.0528
TEAR,2020-01-16,$0.0458
TEAR,2020-01-15,$0.0450
TEAR,2020-01-14,$0.0475
TEAR,2020-01-13,$0.0500
TEAR,2020-01-10,$0.0520
TEAR,2020-01-09,$0.0461
TEAR,2020-01-08,$0.0470
TEAR,2020-01-07,$0.0381
TEAR,2020-01-06,$0.0381
TEAR,2020-01-03,$0.0485
TEAR,2020-01-02,$0.0390
TEAR,2019-12-31,$0.0390
TEAR,2019-12-30,$0.0390
TEAR,2019-12-27,$0.0390
TEAR,2019-12-26,$0.0408
TEAR,2019-12-24,$0.0474
TEAR,2019-12-23,$0.0531
TEAR,2019-12-20,$0.0531
TEAR,2019-12-19,$0.0531
TEAR,2019-12-18,$0.0480
TEAR,2019-12-17,$0.0520
TEAR,2019-12-16,$0.0497
TEAR,2019-12-13,$0.0462
TEAR,2019-12-12,$0.0462
TEAR,2019-12-11,$0.0462
TEAR,2019-12-10,$0.0473
TEAR,2019-12-09,$0.0500
TEAR,2019-12-06,$0.0500
TEAR,2019-12-05,$0.0590
TEAR,2019-12-04,$0.0590
TEAR,2019-12-03,$0.0507
TEAR,2019-12-02,$0.0500
TEAR,2019-11-29,$0.0500
TEAR,2019-11-27,$0.0500
TEAR,2019-11-26,$0.0590
TEAR,2019-11-25,$0.0500
TEAR,2019-11-22,$0.0600
TEAR,2019-11-21,$0.0600
TEAR,2019-11-20,$0.0600
TEAR,2019-11-19,$0.0600
TEAR,2019-11-18,$0.0600
TEAR,2019-11-15,$0.0660
TEAR,2019-11-14,$0.0650
TEAR,2019-11-13,$0.0750
TEAR,2019-11-12,$0.0423
TEAR,2019-11-11,$0.0520
TEAR,2019-11-08,$0.0600
TEAR,2019-11-07,$0.0600
TEAR,2019-11-06,$0.0610
TEAR,2019-11-05,$0.0700
TEAR,2019-11-04,$0.0706
TEAR,2019-11-01,$0.0610
TEAR,2019-10-31,$0.0610
TEAR,2019-10-30,$0.0611
TEAR,2019-10-29,$0.0750
